# merged; npoints=32363523859 degenerate=7740416 ambig=0
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,none
1645,7463550,2532713,804264,249712,75621,22654,6611,1962,612,190,74,19,4,2,0,0,0
1646,7461528,2531199,804121,250002,75710,22660,6520,1976,612,191,70,19,2,1,0,0,0
1647,7459131,2530182,803973,249829,75910,22713,6632,1977,616,188,66,15,2,1,0,0,0
1648,7456452,2530731,803779,249398,75566,22595,6569,1978,624,189,68,18,4,2,0,0,0
1649,7453074,2530199,803931,249743,75697,22622,6585,1987,617,185,66,18,3,2,0,0,0
1650,7451276,2528452,803750,250035,75836,22660,6587,1977,627,193,64,18,3,1,0,0,0
1651,7448132,2529063,803371,250060,75638,22577,6532,1969,611,187,62,18,3,2,0,0,0
1652,7445647,2528184,803558,249845,75570,22618,6613,2010,640,190,64,21,3,2,0,0,0
1653,7443459,2526889,803571,249894,75768,22664,6617,1946,614,190,64,21,3,1,0,0,0
1654,7440291,2526852,803615,249615,75829,22691,6626,1975,629,195,66,20,3,2,0,0,0
1655,7437466,2526148,803759,249870,75755,22610,6576,1972,621,187,64,20,3,2,0,0,0
1656,7435451,2525556,803189,249623,75738,22704,6581,1967,616,189,64,19,3,1,0,0,0
1657,7432751,2525274,802963,249520,75730,22707,6582,1946,605,187,63,16,3,2,0,0,0
1658,7429890,2524052,803268,249814,75803,22688,6643,1988,596,180,59,15,4,2,0,0,0
1659,7427034,2523659,803000,249882,75868,22701,6616,1993,628,190,65,17,2,1,0,0,0
1660,7425159,2522913,802559,249797,75795,22633,6580,1985,623,184,62,17,3,2,0,0,0
1661,7421829,2522691,802755,249750,75883,22690,6589,1952,592,165,54,18,3,1,0,0,0
1662,7419190,2522708,802097,249525,75805,22795,6632,1991,626,190,64,21,2,1,0,0,0
1663,7416161,2521219,802546,250159,76013,22755,6612,1981,621,178,65,20,3,2,0,0,0
1664,7414752,2520393,801993,249724,75829,22708,6619,2041,657,208,69,21,3,1,0,0,0
1665,7410797,2520677,802403,249881,75850,22580,6597,1992,638,194,66,19,2,1,0,0,0
1666,7409421,2519498,801975,249706,75653,22582,6620,1994,626,197,70,22,4,2,0,0,0
1667,7408467,2518145,801664,249244,75504,22611,6560,1967,608,185,64,17,2,1,0,0,0
1668,7403381,2518390,801864,249775,75998,22762,6636,1984,631,190,66,21,3,2,0,0,0
1669,7400432,2517269,802449,249934,75921,22778,6629,2022,641,193,68,22,3,1,0,0,0
1670,7398229,2517700,801746,249565,75634,22626,6633,1987,623,189,63,18,2,1,0,0,0
1671,7396117,2516791,801364,249376,75710,22727,6650,2015,643,207,69,22,4,2,0,0,0
1672,7392538,2515819,801582,250195,75922,22768,6653,1978,630,205,70,20,2,1,0,0,0
1673,7389821,2515554,801768,249936,75777,22735,6598,1968,622,201,67,20,3,1,0,0,0
1674,7386886,2515360,801659,249769,75784,22780,6609,1988,633,201,69,19,3,2,0,0,0
1675,7384967,2514127,800978,250113,76002,22725,6628,1995,633,196,65,22,2,1,0,0,0
1676,7383018,2513953,801050,249334,75598,22665,6596,1999,632,203,73,23,4,2,0,0,0
1677,7378973,2513035,801355,250126,75985,22786,6660,2001,630,206,70,18,2,1,0,0,0
1678,7377105,2511864,801362,249970,75939,22723,6645,1992,634,211,75,22,3,1,0,0,0
1679,7374756,2511863,800983,249682,75693,22684,6596,1970,628,206,70,23,2,1,0,0,0
1680,7371148,2511287,800879,250019,76176,22711,6645,1973,629,198,75,21,2,1,0,0,0
1681,7368514,2510657,801015,249999,75907,22709,6615,1997,652,204,69,22,4,2,0,0,0
1682,7366620,2509622,800568,249819,76002,22784,6642,1997,621,193,71,21,2,1,0,0,0
1683,7363389,2509959,800528,249652,75864,22642,6598,1981,626,209,79,23,4,2,0,0,0
1684,7360375,2509196,800581,249911,75879,22698,6617,1979,618,199,67,20,2,1,0,0,0
1685,7358043,2507451,800791,250181,75846,22801,6707,2025,635,199,69,21,3,1,0,0,0
1686,7355451,2507341,800814,249791,75912,22698,6579,1977,628,205,72,20,3,2,0,0,0
1687,7352097,2506938,800554,250079,76041,22842,6700,2012,642,214,71,21,2,1,0,0,0
1688,7349729,2506555,800541,249810,75939,22809,6630,1978,628,204,70,18,3,2,0,0,0
1689,7347692,2505398,799962,249922,75995,22879,6678,2001,649,211,71,19,2,1,0,0,0
1690,7344593,2505186,800160,249839,76002,22766,6590,1968,622,205,80,22,4,2,0,0,0
1691,7341109,2504453,800061,250238,76227,22891,6671,2012,629,205,74,20,2,1,0,0,0
1692,7338429,2504021,800287,249913,76062,22884,6633,1984,619,206,76,23,4,2,0,0,0
1693,7336729,2502748,799355,250301,76240,22901,6670,1984,625,195,76,20,2,1,0,0,0
1694,7334098,2502483,799647,249639,76190,22887,6704,2013,629,200,72,19,3,1,0,0,0
1695,7331257,2502663,799415,249361,75997,22895,6737,2008,610,195,75,19,2,1,0,0,0
1696,7329544,2501045,799115,249732,76042,22707,6673,1984,632,195,73,21,2,1,0,0,0
1697,7326146,2500476,799071,249783,76211,22923,6733,1997,636,211,80,20,3,2,0,0,0
1698,7322632,2500266,799164,250083,76255,22882,6644,1980,611,198,74,21,2,1,0,0,0
1699,7320013,2499512,799054,249830,76368,23082,6729,2028,638,207,72,22,4,2,0,0,0
1700,7317571,2498674,799212,249897,76340,22882,6740,2030,652,209,82,22,2,1,0,0,0
1701,7314571,2498306,799450,249696,76254,22921,6698,2015,615,197,70,22,4,2,0,0,0
1702,7312166,2497341,798720,250039,76376,22954,6739,2035,644,205,78,23,2,1,0,0,0
1703,7309897,2495792,798919,250189,76382,23000,6736,1989,626,193,78,25,4,2,0,0,0
1704,7306602,2496253,798754,249816,76364,23070,6765,2033,632,205,76,21,2,1,0,0,0
1705,7305048,2495403,798204,249716,76228,23071,6701,1991,621,196,71,20,4,2,0,0,0
1706,7301437,2495413,798344,249693,76221,23017,6703,2007,615,205,80,22,2,1,0,0,0
1707,7299087,2494328,798326,249562,76240,23011,6713,2035,632,199,77,22,4,2,0,0,0
1708,7296832,2493026,797944,249903,76484,23018,6726,2042,630,203,77,20,2,1,0,0,0
1709,7293431,2493089,798199,249785,76320,23034,6796,2047,638,212,79,21,4,2,0,0,0
1710,7288722,2493307,798805,250161,76406,22954,6774,2044,641,210,75,19,2,1,0,0,0
1711,7288314,2491856,797590,249950,76268,22943,6699,2025,623,207,80,20,4,2,0,0,0
1712,7285948,2491037,797728,249420,76375,23011,6781,2020,625,210,81,20,2,1,0,0,0
1713,7281924,2490906,798105,249962,76334,23009,6744,2038,622,209,82,23,3,2,0,0,0
1714,7280673,2489501,797698,249687,76152,22956,6752,2044,639,208,76,20,2,1,0,0,0
1715,7277999,2489190,797080,249623,76303,22918,6742,2055,630,211,80,19,3,2,0,0,0
1716,7275482,2488178,797195,249763,76202,23031,6782,2063,638,208,77,23,2,1,0,0,0
1717,7271313,2488402,797216,249745,76546,23082,6832,2096,642,215,78,23,3,2,0,0,0
1718,7269515,2487481,796624,249692,76413,23121,6810,2035,620,211,77,20,2,1,0,0,0
1719,7267906,2486529,796375,249547,76229,22981,6729,2039,633,202,75,19,2,1,0,0,0
1720,7263928,2486671,796954,249717,76025,22923,6702,2082,636,204,75,20,2,1,0,0,0
1721,7262385,2484103,796712,250053,76429,22898,6744,2052,654,214,82,24,2,1,0,0,0
1722,7258543,2484043,796923,249848,76411,23234,6837,2091,654,215,79,25,3,2,0,0,0
1723,7256250,2484377,796085,249718,76355,23096,6763,2059,633,205,78,22,2,1,0,0,0
1724,7253223,2483374,796557,249658,76407,23082,6774,2030,633,201,76,22,3,2,0,0,0
1725,7250831,2482174,796589,249632,76422,23086,6826,2035,659,214,76,21,2,1,0,0,0
1726,7247795,2482033,795892,249844,76666,23203,6832,2069,649,210,84,24,3,2,0,0,0
1727,7244857,2481562,796641,249577,76316,23044,6766,2004,622,200,76,22,2,1,0,0,0
1728,7242756,2479995,796519,249619,76430,23123,6790,2053,646,210,79,23,3,2,0,0,0
1729,7240089,2480276,795808,249483,76499,23078,6745,2019,626,199,80,21,2,1,0,0,0
1730,7236756,2479435,795670,249875,76637,23163,6779,2029,637,209,82,22,2,1,0,0,0
1731,7234103,2479200,795750,249643,76450,23078,6771,2021,619,206,78,23,4,2,0,0,0
1732,7232114,2477937,795365,249596,76505,23194,6798,2045,638,209,81,21,2,1,0,0,0
1733,7229467,2476929,795613,249407,76470,23149,6821,2059,639,204,76,22,4,2,0,0,0
1734,7226072,2477286,795423,249458,76467,23192,6797,2041,618,207,80,21,2,1,0,0,0
1735,7223282,2475731,795757,249693,76595,23185,6783,2052,647,215,80,18,4,2,0,0,0
1736,7220304,2475337,795286,249879,76694,23282,6798,2044,647,201,76,14,2,1,0,0,0
1737,7218308,2474725,795020,249592,76510,23236,6772,2059,664,219,79,19,3,1,0,0,0
1738,7214994,2474280,794988,249638,76597,23224,6775,2068,646,223,83,19,3,2,0,0,0
1739,7213641,2472908,794630,249550,76640,23220,6751,2033,636,208,75,18,3,1,0,0,0
1740,7210400,2472725,794529,249455,76534,23227,6817,2056,634,203,75,16,3,2,0,0,0
1741,7206955,2472351,794919,249765,76399,23151,6747,2000,629,218,80,17,3,1,0,0,0
1742,7203942,2471709,794796,249801,76581,23242,6740,2033,633,215,81,18,2,1,0,0,0
1743,7201086,2471108,794551,249826,76591,23192,6771,2070,647,214,81,20,4,2,0,0,0
1744,7198807,2470739,794689,249536,76317,23129,6750,2002,620,210,76,16,2,1,0,0,0
1745,7195966,2469642,794193,249682,76680,23283,6784,2022,631,212,78,17,3,2,0,0,0
1746,7195475,2467872,793681,249640,76513,23145,6702,1996,620,209,81,19,2,1,0,0,0
1747,7190564,2468167,794107,249835,76628,23255,6730,2028,639,215,78,18,2,1,0,0,0
1748,7188134,2467576,793647,249824,76739,23222,6752,2043,647,218,77,20,4,2,0,0,0
1749,7185376,2467516,793535,249635,76379,23194,6757,2013,624,205,70,15,2,1,0,0,0
1750,7182891,2466199,793564,249691,76567,23287,6712,2010,636,207,75,16,4,2,0,0,0
1751,7180142,2465697,793079,249716,76736,23300,6745,2019,624,207,76,15,2,1,0,0,0
1752,7177344,2465470,793245,249378,76368,23293,6756,2026,637,207,80,17,3,1,0,0,0
1753,7173750,2463670,793939,250002,76910,23373,6761,2047,623,206,75,16,3,2,0,0,0
1754,7171951,2463298,793186,249696,76597,23274,6813,2046,632,208,77,16,3,1,0,0,0
1755,7169908,2462959,792813,249285,76502,23195,6761,2013,628,212,82,17,2,1,0,0,0
1756,7166203,2462834,792655,249373,76642,23303,6796,2028,631,209,81,18,3,2,0,0,0
1757,7163904,2461436,792496,249405,76735,23429,6877,2086,662,222,86,18,3,1,0,0,0
1758,7161639,2460968,792483,249125,76589,23255,6735,2024,629,214,84,16,3,2,0,0,0
1759,7158737,2460071,792379,249489,76576,23270,6757,2040,660,232,92,18,3,1,0,0,0
1760,7155460,2459173,792794,249639,76642,23334,6750,2040,629,207,77,13,2,1,0,0,0
1761,7154111,2458093,792020,249427,76493,23333,6797,2048,640,209,78,16,4,2,0,0,0
1762,7150281,2458463,791992,249282,76655,23397,6735,2050,618,197,78,15,2,1,0,0,0
1763,7146762,2457669,792211,249716,76825,23291,6745,2018,638,218,89,15,2,1,0,0,0
1764,7145727,2456352,791600,249250,76652,23327,6820,2067,647,222,90,18,4,2,0,0,0
1765,7142308,2455631,791638,249691,76743,23320,6777,2050,640,212,80,17,2,1,0,0,0
1766,7139763,2455170,791485,249504,76671,23396,6774,2048,652,226,86,19,3,1,0,0,0
1767,7136809,2454871,791203,249642,76550,23224,6735,2034,627,205,81,17,3,2,0,0,0
1768,7134328,2453768,791162,249561,76649,23374,6805,2076,649,216,81,15,3,1,0,0,0
1769,7130345,2454228,791048,249474,76662,23350,6806,2063,658,221,78,15,2,1,0,0,0
1770,7128388,2453064,790873,249512,76601,23254,6832,2084,642,209,78,12,3,2,0,0,0
1771,7124178,2452758,791527,249651,76696,23317,6803,2083,660,219,78,15,3,1,0,0,0
1772,7123089,2451072,790778,249480,76814,23325,6801,2076,646,224,81,12,2,1,0,0,0
1773,7121460,2450502,790296,249104,76633,23275,6756,2033,641,226,88,17,4,2,0,0,0
1774,7117619,2450154,790467,249325,76497,23348,6808,2039,650,220,86,15,2,1,0,0,0
1775,7115330,2448896,790529,249328,76626,23354,6804,2041,651,225,86,13,2,1,0,0,0
1776,7111759,2448216,790595,249646,76786,23381,6798,2084,652,215,79,14,3,2,0,0,0
1777,7108760,2447565,790413,249623,76883,23459,6878,2117,662,225,83,16,3,2,0,0,0
1778,7105886,2447782,790169,249266,76764,23472,6867,2100,658,225,86,16,4,1,0,0,0
1779,7104014,2446233,789872,249436,76663,23351,6826,2087,663,225,83,16,4,1,0,0,0
1780,7101942,2445609,789289,249126,76756,23499,6824,2056,667,230,85,17,5,2,0,0,0
1781,7097822,2445084,790080,249485,76663,23503,6827,2060,666,225,82,15,3,1,0,0,0
1782,7095974,2443848,789466,249289,76822,23528,6874,2081,658,230,79,12,3,1,0,0,0
1783,7093008,2443603,789386,249447,76829,23411,6811,2024,637,220,85,16,6,2,0,0,0
1784,7090165,2443072,789128,249279,76731,23491,6861,2063,643,222,81,13,4,1,0,0,0
1785,7087192,2442451,789645,248981,76562,23475,6855,2071,665,220,84,11,4,1,0,0,0
1786,7084905,2441110,789133,249485,76752,23443,6877,2104,680,231,85,13,4,2,0,0,0
1787,7081470,2441506,788660,249336,76668,23404,6865,2080,681,233,86,12,4,2,0,0,0
1788,7079294,2440773,788274,249211,76657,23373,6865,2086,666,221,87,16,5,1,0,0,0
1789,7077652,2439309,788258,248910,76735,23413,6839,2034,649,215,83,14,4,1,0,0,0
1790,7074196,2438944,787917,249072,76752,23440,6861,2091,678,222,82,15,5,2,0,0,0
1791,7070615,2438908,788123,249065,76792,23362,6850,2088,668,225,87,13,4,1,0,0,0
1792,7068235,2438125,788240,249098,76522,23337,6798,2048,660,221,82,12,3,1,0,0,0
1793,7065957,2436712,787767,249036,76684,23375,6909,2101,687,233,85,12,4,1,0,0,0
1794,7062307,2436419,787761,249125,76892,23503,6909,2098,676,226,94,16,5,2,0,0,0
1795,7059874,2435688,787627,249049,76927,23515,6870,2080,660,217,78,12,4,1,0,0,0
1796,7056995,2435048,787298,249246,76872,23500,6862,2058,654,231,83,15,4,1,0,0,0
1797,7054666,2434164,787437,249001,76620,23434,6870,2040,671,222,81,14,4,2,0,0,0
1798,7051890,2433561,786954,249216,76746,23457,6903,2075,659,218,82,13,5,2,0,0,0
1799,7048637,2433292,787319,248900,76680,23412,6900,2042,673,227,88,12,4,1,0,0,0
1800,7046458,2431933,787175,248813,76719,23391,6850,2060,663,221,80,11,4,1,0,0,0
1801,7043498,2431075,787065,249173,76813,23368,6870,2053,669,232,85,12,6,2,0,0,0
1802,7040513,2431126,786666,248933,76761,23441,6981,2078,645,218,80,12,4,2,0,0,0
1803,7037721,2430224,786606,248981,76698,23437,6979,2075,668,216,85,12,3,1,0,0,0
1804,7034519,2429974,786586,248755,76866,23431,6865,2043,665,220,79,14,4,1,0,0,0
1805,7032252,2428994,786236,248864,76781,23508,6920,2044,649,214,69,12,3,1,0,0,0
1806,7029383,2428213,786469,248908,76840,23347,6863,2049,671,218,81,14,5,2,0,0,0
1807,7028304,2426499,785500,248751,76819,23460,6907,2035,658,215,85,14,5,1,0,0,0
1808,7023424,2426816,785852,249113,76910,23535,6941,2042,645,213,88,12,3,1,0,0,0
1809,7020863,2425645,786276,248996,76885,23469,6890,2080,664,228,87,15,4,1,0,0,0
1810,7017851,2425154,786288,249141,76725,23497,6899,2055,672,222,84,13,4,2,0,0,0
1811,7015758,2423796,785618,248977,77047,23538,6980,2110,680,222,83,14,4,2,0,0,0
1812,7012885,2423926,785074,248776,76857,23537,6969,2084,658,226,84,16,5,1,0,0,0
1813,7009811,2423234,785670,248644,76758,23504,6881,2093,668,221,86,14,4,1,0,0,0
1814,7006622,2423029,785354,248695,76901,23517,6913,2059,653,220,88,18,4,2,0,0,0
1815,7004596,2420858,785483,248911,76909,23567,7006,2114,672,218,78,14,5,2,0,0,0
1816,7001774,2420636,785046,248890,76784,23471,6925,2120,677,219,80,11,3,1,0,0,0
1817,6998272,2420524,785179,248709,76820,23524,6925,2077,655,215,87,14,3,1,0,0,0
1818,6996335,2419347,784827,248696,76732,23529,6908,2086,667,233,94,15,4,1,0,0,0
1819,6993781,2418305,784579,248795,76805,23596,6958,2108,676,229,85,16,5,2,0,0,0
1820,6990408,2417701,784700,248785,76960,23600,6966,2135,679,229,89,17,5,2,0,0,0
1821,6987638,2417308,784407,248918,76803,23468,6876,2106,652,215,79,14,4,1,0,0,0
1822,6985043,2416431,784333,248528,76945,23526,6929,2081,667,219,83,14,3,1,0,0,0
1823,6982093,2416186,783949,248641,76849,23475,6943,2128,668,213,88,14,3,1,0,0,0
1824,6978957,2415332,784225,248708,76874,23619,6926,2090,655,211,77,14,5,2,0,0,0
1825,6977364,2414291,783708,248563,76718,23538,6877,2089,658,223,85,15,4,2,0,0,0
1826,6974253,2413965,783351,248416,76778,23563,6937,2116,668,222,89,19,4,1,0,0,0
1827,6971088,2413017,783590,248345,76879,23612,6928,2133,676,223,89,19,5,1,0,0,0
1828,6968189,2412363,783363,248598,76756,23591,6927,2134,676,223,82,14,3,1,0,0,0
1829,6965965,2411589,783033,248409,76742,23557,6971,2108,661,208,81,14,3,1,0,0,0
1830,6962817,2410858,782871,248525,76888,23704,6974,2115,665,226,94,17,5,2,0,0,0
1831,6959860,2410023,783020,248585,76988,23656,6927,2126,655,226,86,17,4,2,0,0,0
1832,6955295,2409580,783525,248820,77301,23858,7020,2173,673,211,76,13,3,1,0,0,0
1833,6954474,2408805,782332,248527,76896,23661,6959,2127,670,223,86,16,5,1,0,0,0
1834,6950961,2408094,782353,248765,76981,23725,6972,2157,678,227,83,14,4,1,0,0,0
1835,6948274,2407242,782159,248525,77068,23799,7038,2177,669,222,85,15,4,1,0,0,0
1836,6946013,2406636,782175,248129,76813,23800,6990,2138,665,210,79,15,5,2,0,0,0
1837,6942932,2406328,781900,247993,76943,23778,7034,2150,676,227,77,15,4,2,0,0,0
1838,6940555,2405489,781533,248298,76731,23636,7034,2158,676,227,87,15,3,1,0,0,0
1839,6937767,2404511,781637,248319,76742,23671,7004,2156,681,230,83,17,4,1,0,0,0
1840,6935288,2403737,780778,248319,77097,23721,7070,2174,689,230,80,12,3,1,0,0,0
1841,6931332,2403264,781598,248252,76953,23815,7064,2206,689,233,82,15,4,1,0,0,0
1842,6928932,2402103,781512,248551,76886,23634,6950,2148,687,235,89,19,6,2,0,0,0
1843,6926754,2400753,781085,248502,76983,23719,7026,2147,685,234,87,18,6,2,0,0,0
1844,6924126,2400386,780698,248166,76941,23695,7024,2181,703,232,78,15,4,2,0,0,0
1845,6921124,2399961,780568,248169,76806,23729,6972,2157,681,233,84,14,3,1,0,0,0
1846,6917890,2399427,780398,248334,76923,23765,6962,2133,680,233,83,17,4,1,0,0,0
1847,6915654,2398512,779962,248192,76970,23738,6982,2165,696,232,76,13,3,1,0,0,0
1848,6912242,2397732,780283,248248,77032,23764,7027,2176,693,238,85,14,3,1,0,0,0
1849,6909009,2397635,779969,248206,77021,23762,7024,2191,706,242,86,17,5,2,0,0,0
1850,6907474,2395973,779709,247935,77051,23851,7045,2160,687,223,78,15,5,2,0,0,0
1851,6904887,2395864,778940,247833,76993,23799,6995,2187,693,238,85,16,5,2,0,0,0
1852,6901784,2395027,779295,247872,76889,23801,6980,2177,687,240,88,16,5,1,0,0,0
1853,6898369,2394150,779215,248250,77084,23869,7062,2180,667,229,82,19,5,1,0,0,0
1854,6896314,2393100,779083,247929,77070,23856,6990,2154,682,227,78,11,3,1,0,0,0
1855,6893169,2393405,779016,247725,76734,23644,6980,2139,675,232,75,12,3,1,0,0,0
1856,6890023,2392322,778802,247873,76937,23844,7098,2190,692,239,80,13,4,1,0,0,0
1857,6887951,2390601,778723,248219,76875,23802,7026,2186,702,240,78,13,4,2,0,0,0
1858,6884617,2390676,778342,247878,77151,23848,7024,2168,688,231,79,13,4,2,0,0,0
1859,6881214,2390070,778477,248022,77069,23961,7040,2149,662,234,79,15,5,2,0,0,0
1860,6879246,2389280,777771,247856,76956,23847,7067,2196,695,248,86,17,6,2,0,0,0
1861,6876286,2388171,777983,247986,76938,23859,7096,2201,685,240,85,15,4,1,0,0,0
1862,6874108,2387723,777599,247644,76799,23776,7001,2162,676,235,85,13,4,2,0,0,0
1863,6871003,2386583,777714,247686,76993,23872,7033,2188,690,235,82,19,6,2,0,0,0
1864,6867718,2386090,777839,247820,76805,23823,7071,2194,681,234,89,14,5,3,0,0,0
1865,6865557,2385332,777427,247516,76784,23827,7039,2174,686,229,80,12,4,2,0,0,0
1866,6862567,2384870,776971,247597,76884,23800,7023,2196,692,243,84,16,6,3,0,0,0
1867,6859006,2384409,777133,247677,76853,23872,7023,2193,700,243,91,16,6,3,0,0,0
1868,6858032,2382796,776565,247245,76781,23809,7027,2177,696,245,86,15,5,3,0,0,0
1869,6853518,2382817,776658,247651,77051,23829,7000,2176,688,241,81,16,5,3,0,0,0
1870,6850494,2382165,776799,247809,76838,23746,6959,2149,685,234,80,14,8,3,0,0,0
1871,6848053,2381002,776609,247600,76893,23823,7022,2187,691,236,87,15,7,2,0,0,0
1872,6845435,2379891,776152,247788,76997,23854,7086,2207,703,243,84,16,9,2,0,0,0
1873,6842375,2379284,776142,247685,76974,23910,7077,2229,693,228,76,17,10,3,0,0,0
1874,6840480,2378382,775836,247267,76931,23840,7006,2168,679,230,89,17,8,2,0,0,0
1875,6836602,2377809,775924,247534,77104,23843,7066,2215,705,241,87,20,9,3,0,0,0
1876,6834422,2377593,775256,247069,76862,23862,7094,2191,687,237,85,17,8,2,0,0,0
1877,6831577,2376490,775374,247187,76967,23800,6997,2181,688,233,80,19,8,3,0,0,0
1878,6828356,2375869,775147,247371,76877,23805,7096,2246,708,237,82,15,8,2,0,0,0
1879,6825979,2374907,774813,247248,76953,23838,7032,2206,707,234,83,18,9,3,0,0,0
1880,6823027,2374454,774717,247171,76764,23750,7057,2240,725,242,81,15,7,3,0,0,0
1881,6819976,2374173,774756,247015,76600,23679,7044,2247,718,241,82,17,9,3,0,0,0
1882,6816628,2373067,775275,247071,76843,23694,7005,2208,719,241,88,17,9,3,0,0,0
1883,6814480,2372285,774242,247260,76874,23741,7060,2195,698,236,80,16,7,3,0,0,0
1884,6811757,2371247,774391,247148,76706,23847,7054,2247,714,255,91,17,10,4,0,0,0
1885,6808199,2371182,774247,247022,76842,23874,7075,2226,699,247,86,17,10,3,0,0,0
1886,6807004,2369411,773795,246918,76699,23784,7030,2221,708,233,79,16,9,3,0,0,0
1887,6803325,2369344,773460,247066,76808,23762,7043,2229,703,239,81,17,8,2,0,0,0
1888,6799679,2368246,774051,247189,76773,23828,7155,2262,715,245,89,17,8,2,0,0,0
1889,6797581,2367580,773368,246783,76784,23865,7142,2240,718,251,87,17,9,3,0,0,0
1890,6794697,2366498,773413,247061,76773,23852,7073,2191,697,230,80,16,9,2,0,0,0
1891,6791633,2366345,773305,246744,76722,23776,7082,2215,711,234,78,15,8,3,0,0,0
1892,6789091,2365820,772881,246539,76656,23853,7111,2225,695,229,71,15,6,2,0,0,0
1893,6786570,2364857,772555,246622,76690,23847,7106,2240,693,233,79,16,9,2,0,0,0
1894,6783506,2364361,772249,246510,76735,23940,7131,2229,709,246,89,18,8,3,0,0,0
1895,6780617,2363234,772310,246642,76807,23873,7101,2241,721,232,77,14,7,2,0,0,0
1896,6777919,2362721,772018,246490,76715,23818,7114,2188,694,230,81,18,8,3,0,0,0
1897,6775303,2361242,772024,246661,76683,23874,7100,2245,688,234,77,13,6,2,0,0,0
1898,6771986,2361022,772018,246441,76595,23877,7118,2215,704,238,82,17,8,2,0,0,0
1899,6769192,2360210,771638,246534,76742,23911,7126,2253,704,236,83,16,8,3,0,0,0
1900,6766403,2359251,771664,246588,76665,24002,7132,2254,702,227,81,14,6,2,0,0,0
1901,6763594,2358674,771458,246440,76706,23867,7123,2261,710,234,81,19,9,2,0,0,0
1902,6760880,2358005,771083,246383,76647,23888,7110,2245,708,236,79,16,9,3,0,0,0
1903,6757658,2357488,770776,246347,76729,23937,7157,2256,704,238,82,19,9,2,0,0,0
1904,6756993,2354681,770495,246164,76704,23974,7143,2294,713,237,81,17,9,3,0,0,0
1905,6751591,2355676,770642,246469,76945,24009,7168,2278,713,241,86,17,7,2,0,0,0
1906,6749736,2354559,770366,246178,76899,23930,7150,2275,733,244,88,18,10,2,0,0,0
1907,6746373,2354227,770245,246244,76746,23967,7211,2267,696,238,85,19,9,3,0,0,0
1908,6744137,2353040,770148,246141,76598,23908,7130,2258,717,238,79,16,7,2,0,0,0
1909,6740308,2352354,770189,246486,76684,23946,7177,2287,715,244,83,20,9,2,0,0,0
1910,6737739,2352247,769561,246146,76679,23883,7144,2251,714,248,93,17,7,3,0,0,0
1911,6736025,2351163,769176,245912,76450,23852,7141,2271,722,250,93,18,9,2,0,0,0
1912,6731825,2350555,769724,246244,76539,23935,7123,2273,708,237,78,15,7,2,0,0,0
1913,6729468,2349145,769482,246075,76668,24008,7181,2265,708,231,77,15,7,3,0,0,0
1914,6726130,2349015,769003,246092,76769,23910,7121,2275,730,236,88,18,8,2,0,0,0
1915,6725065,2346863,768983,245904,76523,23868,7148,2262,702,235,79,14,6,2,0,0,0
1916,6721064,2347085,768659,246046,76679,23946,7172,2286,713,244,88,17,10,3,0,0,0
1917,6718082,2346252,768535,246096,76727,23908,7157,2271,724,239,80,16,7,3,0,0,0
1918,6715161,2345903,768068,245946,76667,23902,7136,2287,721,249,80,15,7,2,0,0,0
1919,6712345,2344812,767862,246018,76618,24052,7185,2289,715,246,80,15,7,2,0,0,0
1920,6709297,2343946,768179,246153,76748,23889,7110,2238,721,228,75,15,8,3,0,0,0
1921,6706514,2342797,768441,246117,76509,23949,7180,2254,711,225,72,16,8,2,0,0,0
1922,6704017,2342476,767500,245800,76532,23961,7197,2264,732,245,80,14,6,2,0,0,0
1923,6700866,2341956,767600,245665,76550,23805,7092,2247,721,248,83,15,8,3,0,0,0
1924,6697280,2341261,767650,245847,76661,23994,7184,2284,724,237,82,16,7,2,0,0,0
1925,6695507,2339410,767428,245902,76661,23919,7200,2295,743,248,88,17,8,2,0,0,0
1926,6692669,2339538,766728,245652,76432,23893,7179,2292,721,235,77,16,8,2,0,0,0
1927,6689458,2338355,766992,245798,76539,23864,7160,2269,717,233,83,15,8,3,0,0,0
1928,6686057,2337949,767176,245722,76501,23917,7218,2283,722,229,74,12,7,2,0,0,0
1929,6684226,2336892,766471,245555,76486,23905,7130,2271,719,237,80,14,7,2,0,0,0
1930,6680779,2336624,766109,245665,76549,23838,7140,2241,712,231,79,15,8,3,0,0,0
1931,6677630,2336073,766088,245491,76557,23871,7159,2254,694,225,78,17,9,3,0,0,0
1932,6675084,2335321,765772,245485,76485,23891,7163,2260,726,226,77,13,8,2,0,0,0
1933,6672270,2333848,765897,245519,76511,23871,7217,2295,729,234,79,15,9,3,0,0,0
1934,6668936,2332962,765976,245555,76498,23993,7206,2279,726,234,82,17,10,4,0,0,0
1935,6665895,2332617,765436,245498,76755,23997,7243,2296,737,238,83,17,10,4,0,0,0
1936,6663220,2331765,765631,245730,76317,23887,7121,2236,718,227,84,17,10,3,0,0,0
1937,6660025,2331180,765347,245627,76509,23819,7133,2243,717,228,79,15,9,3,0,0,0
1938,6657319,2330105,765124,245337,76715,24069,7157,2256,715,228,76,17,11,4,0,0,0
1939,6655023,2329611,764348,245417,76581,23908,7171,2266,731,234,80,15,9,4,0,0,0
