k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
15,19155855,197839999,0,1,0,0,0,0
15,19251099,198823680,1,1,1,0,0,0
15,19251100,198823680,1,1,1,0,0,0
15,19436198,200735360,1,1,1,0,0,0
15,19689471,203351148,1,1,1,0,0,0
15,19689472,203351148,1,1,1,0,0,0
15,20134515,207947519,1,1,1,0,0,0
15,22418546,231536799,1,1,1,0,0,0
15,22418547,231536799,1,1,1,0,0,0
15,26756245,276336170,1,1,1,0,0,0
15,29043621,299959999,1,1,1,0,0,0
15,29996379,309800000,0,1,0,0,0,0
15,29996380,309800000,0,1,0,0,0,0
15,30611414,316152025,1,1,1,0,0,0
15,31202796,322259769,1,1,1,0,0,0
15,32409752,334725104,1,1,1,0,0,0
15,35356821,365162175,1,1,1,0,0,0
15,35616810,367847325,1,1,1,0,0,0
15,35616811,367847325,1,1,1,0,0,0
15,37660054,388949768,1,1,1,0,0,0
15,39774879,410791500,1,1,1,0,0,0
15,39774880,410791500,1,1,1,0,0,0
15,43803621,452399999,1,1,1,0,0,0
15,44058657,455033984,1,1,1,0,0,0
15,44756379,462240000,0,1,0,0,0,0
15,46001754,475102125,1,1,1,0,0,0
15,46145697,476588749,1,0,0,0,0,0
15,49064703,506735999,1,1,1,0,0,0
